config,baseline,instant-removal-offsetting,physical-delay-offsetting,accelerated-emissions-offsetting,upfront-embodied-offsetting
244886,2.3928263889200685,2.3928263889200685,2.449394957598183,2.5002561703214967,2.400967171700942
245029,2.338831098978743,2.338831098978743,2.3583806921400896,2.3814074309651123,2.343069756280089
245294,1.901092504648531,1.901092504648531,1.9302237525552377,1.9563699384304107,1.905999923410285
245489,2.2909282156832376,2.2909282156832376,2.3232508235298837,2.3522533908030954,2.29654490991126
248009,1.2054805504568842,1.2054805504568842,1.2207511484837121,1.2355947869704316,1.2081855869265783
248407,2.381227393367413,2.381227393367413,2.4123477396420303,2.4402317881781324,2.386819849264204
253127,2.965611314839802,2.965611314839802,3.023407998016954,3.0757386742081185,2.974012611161902
253233,1.6958261458061752,1.6958261458061752,1.7106320763016571,1.7238961183932424,1.6987313951341962
257198,1.5094942142407664,1.5094942142407664,1.5131978006626072,1.5165264679845802,1.5107265490639865
259841,2.056904943454043,2.056904943454043,2.094655977403461,2.1288817562499247,2.063017293342515
261458,2.2483353173071423,2.2483353173071423,2.295742280406489,2.3383520615539535,2.2552319763563724
262663,1.9474860811530303,1.9474860811530303,1.9697784116574935,1.9936526633492735,1.9512433914852785
265330,2.084175099196258,2.084175099196258,2.11734450728976,2.146882748846766,2.0892995379406463
265631,1.8038854386636674,1.8038854386636674,1.82017342513073,1.8347904911144168,1.8072096539941596
265755,1.9163378735005756,1.9163378735005756,1.9355280784588451,1.9553529614337235,1.9202373778408601
266550,1.3115189438211698,1.3115189438211698,1.3206890429638694,1.3289146471407849,1.3135560550536818
268680,2.3722107316443464,2.3722107316443464,2.401904299566342,2.428508432226095,2.3773901355198537
274901,1.8627893743884287,1.8627893743884287,1.90039867678022,1.9341296999421749,1.868473136728854
280583,1.508044736867152,1.508044736867152,1.5198475955398012,1.5326551593124427,1.5103622319244803
280714,2.9839802344856237,2.9839802344856237,3.051010582755902,3.1112856898851025,2.993719803014647
281553,2.4318135578438413,2.4318135578438413,2.4853619886075013,2.536655423506838,2.439166810718322
281563,1.6600696937343693,1.6600696937343693,1.6858967428249414,1.709055683628735,1.6643171381724526
283031,2.4802732026030174,2.4802732026030174,2.5365206413377295,2.5869849775519502,2.4883491660250674
285472,1.8189317411236174,1.8189317411236174,1.853214868664488,1.8839953714859614,1.8243840480470217
288420,2.7660942611027304,2.7660942611027304,2.8333883292433475,2.8938991545865522,2.7759162577850054
291314,1.7927543004731261,1.7927543004731261,1.8166842917561061,1.8442646193624848,1.797117210425367
292395,2.214577620326492,2.214577620326492,2.249212573737861,2.2801482056936107,2.219994877009243
293615,1.8064338081750555,1.8064338081750555,1.849869485540176,1.8888066545741025,1.8127115149524764
294242,1.6451926838789477,1.6451926838789477,1.6821048971083572,1.715353289343187,1.6505038723069025
295080,1.6242626754430123,1.6242626754430123,1.633879937300342,1.6425145344088579,1.6267200871748555
295163,1.461242811219493,1.461242811219493,1.4944077542062608,1.524132202142941,1.466033953653724
296236,1.9369622509499622,1.9369622509499622,1.9653274536297147,1.9905501443556137,1.9412555998225451
296295,1.8125272488864388,1.8125272488864388,1.8379104837444085,1.860646071937923,1.8169558593588877
297305,2.02232987372058,2.02232987372058,2.047731723434608,2.0720631833453944,2.026987606300489
297502,1.9316194080145808,1.9316194080145808,1.9598107998188865,1.9899761291649274,1.936160630061758
300869,2.0868413315321814,2.0868413315321814,2.1322685847051983,2.173061478317149,2.093939348625419
301004,1.5719775430164744,1.5719775430164744,1.584864072287308,1.6060658492710504,1.574632233896307
301026,1.8154548801931951,1.8154548801931951,1.8588916213368278,1.8978875991605575,1.8216249135759137
301384,1.7700128100696662,1.7700128100696662,1.8081353214069738,1.8424049221939223,1.7755500525578993
301426,1.908757181811717,1.908757181811717,1.931104554496798,1.9511305163390658,1.9130736251520715
303014,1.5901305221158977,1.5901305221158977,1.6206361092800436,1.6480139883869098,1.5950081370621592
303024,1.6207644768860883,1.6207644768860883,1.6358159963405414,1.6493139045430214,1.6237861387865749
304177,1.7452077628049554,1.7452077628049554,1.7645971337644026,1.794158517434533,1.7479298721169498
305346,2.183534457187501,2.183534457187501,2.227706219169638,2.2673532281869977,2.18989658528938
305487,2.4312760791204084,2.4312760791204084,2.4870494902625557,2.5371880815826,2.4392990663959866
311494,2.061511689540928,2.061511689540928,2.0870854934235092,2.1100051221695266,2.066123712845033
312208,2.0226583319046414,2.0226583319046414,2.049240297345534,2.0729804742387246,2.0271459116375286
316555,2.238051746191398,2.238051746191398,2.289692628483455,2.336044616473115,2.2454824011933274
317313,1.6576880672816818,1.6576880672816818,1.6747683889559282,1.6900969489494235,1.6611541985723757
317748,2.061724323498015,2.061724323498015,2.0865509380384784,2.113092957103199,2.0661694146640213
325103,1.723629934776034,1.723629934776034,1.733100377626618,1.7424054405718652,1.7257402442984755
326463,3.1771528699944396,3.1771528699944396,3.230441880565102,3.2781578114759893,3.185687267938117
327661,2.4087462801337014,2.4087462801337014,2.4529155805845786,2.4924059537865153,2.415313605912376
327662,2.3970238381840097,2.3970238381840097,2.4508606600855147,2.4992920941592938,2.4047854469391323
330937,1.6918319301385873,1.6918319301385873,1.7176173309079175,1.7407039660914643,1.6961481284547986
331265,1.331113313246714,1.331113313246714,1.3407879638251938,1.3498118314870335,1.333142238646346
333807,1.8486109250146887,1.8486109250146887,1.8771393674874495,1.9037705952312114,1.8535033754472052
336518,2.585867276539365,2.585867276539365,2.6352093125931573,2.684262123216718,2.5932096975249586
337909,1.905871929983267,1.905871929983267,1.9230216567610485,1.9384136398878702,1.9094127216839825
338660,2.370890091432,2.370890091432,2.426614518720287,2.4767750185625266,2.3789999334831573
339089,2.3137297587772463,2.3137297587772463,2.3578196518995953,2.397309896741855,2.3206198210667193
345582,2.6848820765418635,2.6848820765418635,2.7283763464918884,2.7674168813315183,2.6921055198194663
350505,1.9607491296297404,1.9607491296297404,1.9921636718374616,2.021406825444791,1.96589922683005
352854,2.185337509556161,2.185337509556161,2.215724310141334,2.2433423387408054,2.1905240998239863
353636,1.565867292638976,1.565867292638976,1.5876238755389955,1.6071130490034855,1.569445931131524
354145,1.7292705357259919,1.7292705357259919,1.7492397985647652,1.7701014799227728,1.7325227626806414
354696,1.9177571580736639,1.9177571580736639,1.9254958297296942,1.9400766455150438,1.9199641762422315
355454,1.6166247491756092,1.6166247491756092,1.623963090748475,1.6305509751262475,1.6185208005923715
359418,1.8855645177431677,1.8855645177431677,1.9100257792808746,1.9319466179735605,1.8900450962418687
360807,1.5687787344843573,1.5687787344843573,1.5917014502040252,1.612275426551525,1.5726429808425892
363240,2.043837996896701,2.043837996896701,2.0765997696207164,2.1133884619375927,2.0486600296284116
366655,1.5368280736982953,1.5368280736982953,1.5525745472858312,1.56668469967149,1.5398584801373942
370533,2.8528337085118816,2.8528337085118816,2.9131115056491104,2.967307564041576,2.8615677737133565
372515,2.5498001007858835,2.5498001007858835,2.596187466181249,2.6377727173025813,2.557136602091102
373225,1.8099689800749104,1.8099689800749104,1.8400425924603718,1.8666928505673182,1.8143107552183293
377873,1.8573033251982005,1.8573033251982005,1.8746838132329235,1.8906053791408082,1.8605763089394338
379921,1.524519222253968,1.524519222253968,1.5398294141830406,1.555071137465683,1.5274561999788794
380268,1.6710897003833123,1.6710897003833123,1.6917238935886274,1.7214492999455897,1.6743755865232222
382358,1.721909013321699,1.721909013321699,1.7507005722836477,1.7764360200009557,1.726247069865877
385471,1.7660307833074471,1.7660307833074471,1.7761224940521614,1.7964523459271653,1.7686020277294707
385479,1.7183768996179127,1.7183768996179127,1.7346705766063735,1.7492825747859728,1.721627314907671
390235,2.0637379800390825,2.0637379800390825,2.1114169085535903,2.1542636539235938,2.0704767180849766
399881,1.463082365582341,1.463082365582341,1.476615741509194,1.498068075237598,1.4655468263320297
400961,1.7026850156305366,1.7026850156305366,1.7285000763424838,1.7515320064212654,1.7067711599748019
402591,1.6364061167066726,1.6364061167066726,1.6574210127291262,1.6762456878513576,1.6400527152030537
403689,1.5877915877799191,1.5877915877799191,1.6075602154592568,1.6256248187830193,1.5912932860979507
408326,1.6916351903779747,1.6916351903779747,1.7042324040913683,1.7155333247053066,1.6944801073008475
411449,2.4754472094584106,2.4754472094584106,2.530647835231978,2.5801064166129417,2.483371824445591
415899,1.4823825399091592,1.4823825399091592,1.5036504912995727,1.5227093064539616,1.4860395089445093
416909,1.939329475920816,1.939329475920816,1.9493479497155812,1.9583429385926603,1.9419360109493378
417283,2.250429258186071,2.250429258186071,2.2807431785780845,2.3078887713797864,2.255363211399484
417634,1.7575570113565635,1.7575570113565635,1.7748820274584143,1.7904188487668697,1.7610406725617418
420284,1.8021647936194485,1.8021647936194485,1.820608082883083,1.8376779990778533,1.8057229577700091
420310,2.498467680248213,2.498467680248213,2.555198113202895,2.60616978727333,2.506720262889241
421061,1.7587796121531694,1.7587796121531694,1.7929121597496678,1.8234908534025827,1.764146797879305
422252,1.9963663510988032,1.9963663510988032,2.0257600051301208,2.052063687192893,2.001131850262503
424175,1.2224395742141014,1.2224395742141014,1.2282627630391463,1.2334905739135598,1.223947421648619
427585,2.022148146450391,2.022148146450391,2.0549598120955563,2.0843345139208562,2.027497772453425
430569,2.2261886441432654,2.2261886441432654,2.2630655509497544,2.2960895727724706,2.2317386990788144
436843,1.9160021956924937,1.9160021956924937,1.9479284011789584,1.98073440345397,1.920329632456176
438582,1.7281924307411216,1.7281924307411216,1.7588564605948334,1.7861839163324473,1.732701607426043
438890,2.424607906966578,2.424607906966578,2.480280945845819,2.530256250736657,2.4326417862492136
439181,1.5024039444163555,1.5024039444163555,1.5307913781933944,1.556201041037503,1.5064693512979526
439772,2.029080055492886,2.029080055492886,2.0785119719577274,2.123049899140888,2.0360644901407
442086,2.124637528625745,2.124637528625745,2.1651654415575137,2.20142820015862,2.1305045684987616
444854,2.170615961835328,2.170615961835328,2.2110135963976054,2.2472858209901054,2.1771314764936993
446893,1.9128320640845398,1.9128320640845398,1.9538874564777862,1.9906868824855721,1.9187503383217406
447451,1.5649352998495185,1.5649352998495185,1.5914948754126044,1.6152764968431244,1.5693346611963033
453854,1.9236438487363219,1.9236438487363219,1.9668223545233257,2.005596476914065,1.9298658356335696
462460,2.2912113242028864,2.2912113242028864,2.319094214735892,2.344099060825651,2.2961309773190104
463789,2.015635552889136,2.015635552889136,2.0361173403000947,2.0544649179308854,2.0196284212727766
466913,1.9400603998425914,1.9400603998425914,1.9783079286612628,2.012775266224106,1.9459995306787403
469825,2.272038277262227,2.272038277262227,2.308879626007921,2.3417816764919044,2.2776862304230265
471460,1.622422683543621,1.622422683543621,1.6563050324571043,1.6909902949014881,1.6271658730995535
473308,2.357832011580431,2.357832011580431,2.41330423051987,2.463199145724585,2.3657342356229933
477980,1.897451612193745,1.897451612193745,1.936427405407167,1.9713947343738483,1.903452785233757
478982,3.2312581400829306,3.2312581400829306,3.2956071786787478,3.353170009540079,3.2406965304438122
479012,2.313825032583358,2.313825032583358,2.3532508230240095,2.3884777789120846,2.3197616375542434
480639,2.3623896020038435,2.3623896020038435,2.3921582276325837,2.4242733022166663,2.367920339123969
482056,1.5945458340687653,1.5945458340687653,1.6210972440056899,1.6448715458740972,1.5987098819426946
483860,2.3913794905377586,2.3913794905377586,2.42635631970013,2.4609694969327305,2.3974255101717974
483968,1.7993868398032595,1.7993868398032595,1.8082970697609138,1.8170903111169048,1.8016729832160183
492474,2.1006700508388176,2.1006700508388176,2.1361098746989455,2.1678911304458826,2.1064609604497995
494341,1.8915319697398063,1.8915319697398063,1.9058546663252836,1.9383488951898271,1.8948188788896796
494389,1.537986477519876,1.537986477519876,1.5593215929642799,1.5784421506525053,1.5416938176029573
494457,1.5238557406970357,1.5238557406970357,1.538765286702533,1.5539061094278988,1.5252448414567075
495994,2.1468801758890654,2.1468801758890654,2.184301530737723,2.2175392144334163,2.152247942680645
497505,2.5924003559023174,2.5924003559023174,2.6272419658204673,2.6621352623533783,2.5984799816734396
499813,1.424804887646613,1.424804887646613,1.4407345217133727,1.4550086629108507,1.4277660401321355
500222,2.4485280153542766,2.4485280153542766,2.4776029734547906,2.5066657865054034,2.453999672189716
500587,2.0415185728630925,2.0415185728630925,2.091298025060756,2.1361450375086215,2.0487047472335087
501339,1.7332725722428053,1.7332725722428053,1.7508857022417657,1.768423885625583,1.7365739155878919
506611,2.6732634092941634,2.6732634092941634,2.738101300734159,2.796250515423867,2.6826831555129664
508524,2.6277275515141,2.6277275515141,2.680466069716095,2.7277623887365907,2.6358686905164177
509171,2.385834593507994,2.385834593507994,2.4239032967613534,2.458007331026356,2.392319301508849
510519,2.479585523873327,2.479585523873327,2.524526301872201,2.564689451220235,2.485950514393481
515341,1.9781270227009913,1.9781270227009913,2.008070533226868,2.0503166971292313,1.9832898089809199
515964,1.9072329645060928,1.9072329645060928,1.923084158331031,1.945754312772555,1.9105435062659455
516599,1.9960782273890694,1.9960782273890694,2.040232054451461,2.079866541715858,2.002626523758339
522291,2.1360615236055125,2.1360615236055125,2.1775675085138593,2.2151676951491934,2.1426414275060592
523632,1.6732053376604936,1.6732053376604936,1.6846919914506453,1.6950003413140589,1.6759376881899697
524357,1.5642375437337075,1.5642375437337075,1.5739039320413226,1.586271388248657,1.566406336146766
526756,2.1287427237248213,2.1287427237248213,2.143874178784725,2.1598597322314728,2.131829561168427
527955,1.9909282384781986,1.9909282384781986,2.037048153340426,2.0784472310971633,1.9976026540374374
528077,1.802779964858925,1.802779964858925,1.8266734263678912,1.8480580220615943,1.8068841390386217
528199,2.025158141744874,2.025158141744874,2.0656217105110746,2.1019388911664536,2.031538906371668
528421,1.9334673660158403,1.9334673660158403,1.9597369544009018,1.9847786709969195,1.9380301949260597
531364,1.9750804116938625,1.9750804116938625,1.9940101055846686,2.0109759967168994,1.9786522433426497
532413,1.940912426060154,1.940912426060154,1.9669186552771738,1.9903820625518833,1.945507241000554
533327,1.4115601497692534,1.4115601497692534,1.4297917991887534,1.451985488503707,1.4138011426811412
536718,1.7387434039215672,1.7387434039215672,1.7529425345425176,1.7730005059140548,1.7418343715147986
537282,1.3870635785779246,1.3870635785779246,1.3981997229251502,1.4101462924744401,1.3893886818132815
539770,2.23101493318091,2.23101493318091,2.2568535184650047,2.280000849514056,2.2357515416620073
545817,1.7038150434344492,1.7038150434344492,1.7161010196893338,1.7497912463196676,1.7068202474820182
545973,1.7961207994253625,1.7961207994253625,1.8204421944606919,1.8422737768944386,1.8003891465801352
546720,1.5842236277365862,1.5842236277365862,1.6090824266209054,1.6313039861453076,1.5882442432545036
549103,2.1222323073905263,2.1222323073905263,2.167921513360581,2.2090742039014226,2.128804886098283
552587,2.130962371769923,2.130962371769923,2.173563910585776,2.214873186362606,2.1373393130561404
552805,2.783340764807277,2.783340764807277,2.8208648727299517,2.854379463215577,2.7894988459725494
553158,1.9931114801349106,1.9931114801349106,2.012432306135996,2.048043715479614,1.9964106817361185
555172,1.8140224571125432,1.8140224571125432,1.8266577736464724,1.838006715428156,1.8168861523136497
555355,1.6095253898638553,1.6095253898638553,1.6252450412715738,1.6393379328410693,1.6127004909813187
556343,2.4405113800918037,2.4405113800918037,2.4674427856858827,2.4916036506384445,2.4456517666143265
558454,2.044034041051109,2.044034041051109,2.082152080473787,2.1162238343414796,2.0496342883309104
