config,baseline,instant-removal-offsetting,physical-delay-offsetting,accelerated-emissions-offsetting,upfront-embodied-offsetting
560187,1.9663215987957348,1.9663215987957348,2.012026102597154,2.0530776243566313,1.9728819082924975
562448,1.6962730911345056,1.6962730911345056,1.7126319062624122,1.7434664120038361,1.6995477570221396
563529,1.5951582636518593,1.5951582636518593,1.6161042601336149,1.6348741216972473,1.5988896826802743
564291,1.6959131042901516,1.6959131042901516,1.7124260401826812,1.727228159122864,1.6991144625093595
564361,1.6141302485134459,1.6141302485134459,1.637138966790151,1.6590423468138134,1.61812246454173
566674,2.213736686838729,2.213736686838729,2.2487413590741543,2.2850344344182103,2.2189054057139805
568039,2.3904975478549417,2.3904975478549417,2.4258177983542586,2.4574479222494308,2.3965456908678013
571223,2.124136866465721,2.124136866465721,2.160627730705299,2.193325249489233,2.1299602712512535
571362,2.622539533615858,2.622539533615858,2.679234464925972,2.7300530901937594,2.630566513322878
572902,1.9577234841591227,1.9577234841591227,1.98629843065046,2.0119404278458575,1.962793706192363
576241,2.161034204851716,2.161034204851716,2.2006760069992874,2.236135269143065,2.1667864406063364
580380,1.7920572255140514,1.7920572255140514,1.8109578098595118,1.8279079647042709,1.7954505781641303
587575,1.6110963401185276,1.6110963401185276,1.6158538286511062,1.6201284156485598,1.6125936837845727
590276,1.4670180136228088,1.4670180136228088,1.4835622789310443,1.4983801468946105,1.4700217896546637
590929,2.104462575295406,2.104462575295406,2.130324416688439,2.153469005920735,2.108975826432407
594654,2.7365917520213547,2.7365917520213547,2.8006499993377076,2.858485731902386,2.7458417804231416
595024,1.4866069187849607,1.4866069187849607,1.4908665269233639,1.4946944303041227,1.4879604712228198
599948,2.0483761229917485,2.0483761229917485,2.0847093194096242,2.1172614889979644,2.054180629507245
601182,2.244402321628111,2.244402321628111,2.293096032964752,2.336868112597026,2.2513618663415023
601501,1.9375591093097693,1.9375591093097693,1.957373406857773,1.9751374458601074,1.9414508191646886
603115,1.5536848643272023,1.5536848643272023,1.5861540487578898,1.6153075936571346,1.5586285896745673
609634,1.638813249918504,1.638813249918504,1.6675908446734407,1.6933799340986246,1.6434531132024321
614650,1.7196415038436876,1.7196415038436876,1.7465972508651164,1.770741791807818,1.7240067211955894
614919,1.5716968756484435,1.5716968756484435,1.5828030954605419,1.592758037864275,1.5740267407759567
620317,1.790544867093995,1.790544867093995,1.8046995616940449,1.817501973374584,1.7935286549469196
621158,2.4797192778254566,2.4797192778254566,2.5253962739143487,2.566267616485763,2.4865029616799026
622724,2.397215110376544,2.397215110376544,2.4537691678067985,2.5046355142859986,2.4053681548844463
623832,2.6953115215106327,2.6953115215106327,2.7460748281960123,2.7916006113827083,2.702586984363728
626176,2.1900145908593123,2.1900145908593123,2.213928989586846,2.254848787157187,2.1944713415479487
627861,1.8250129813182177,1.8250129813182177,1.8555673607662049,1.8842014300736074,1.829774672735731
628635,2.0908877353836335,2.0908877353836335,2.1124845494306377,2.1318471138089903,2.0952812684017887
629398,1.8744959390196623,1.8744959390196623,1.8881758033417517,1.9004474841592323,1.8776262980269474
634199,2.228217196613552,2.228217196613552,2.2515679941967246,2.2725012618383786,2.23267219761546
636868,3.3194831801799265,3.3194831801799265,3.3966640520282714,3.466145905427916,3.330737569387218
637413,1.6404747887419395,1.6404747887419395,1.6613021244732429,1.6801921412510248,1.6441700855060328
639261,1.5567054028197098,1.5567054028197098,1.5762350699548262,1.5937388790758222,1.5601828149475343
640712,1.8478560166457347,1.8478560166457347,1.870428700042922,1.8919123382527576,1.8517077381822775
641286,2.546479050965581,2.546479050965581,2.587661826462125,2.6245360146346,2.55286708123009
641290,2.1812990134372776,2.1812990134372776,2.2243872680684076,2.2629634236808736,2.188227047847263
642460,2.6566379845074235,2.6566379845074235,2.7077958784697413,2.753706450895276,2.664055168712354
642864,1.9528417480230418,1.9528417480230418,1.9699282172914845,1.9858993473517372,1.9561340283369182
643446,1.9326373788094158,1.9326373788094158,1.973167330152186,2.009514431954145,1.9389210966790449
645106,1.867528860635226,1.867528860635226,1.8943313173153384,1.9245586757588942,1.8723708903103122
646968,1.6628002679189757,1.6628002679189757,1.6860445759971951,1.7068605273432271,1.6667621297962496
648218,1.5539274053980663,1.5539274053980663,1.5828927655196507,1.6088652356092135,1.5584373648042387
655080,2.3095152062622413,2.3095152062622413,2.3575913313623045,2.400763874294014,2.3170887114002516
657102,2.1692201111350315,2.1692201111350315,2.1900097925743576,2.208636369012563,2.1732289655199377
658040,2.177952058814301,2.177952058814301,2.2044915858071925,2.228256576161016,2.182503567792236
660104,1.7862994295155887,1.7862994295155887,1.8175496287970752,1.845503946698278,1.7908618291279892
661893,1.7572488703124802,1.7572488703124802,1.7727470056085035,1.786643067499259,1.7602926024766967
663106,2.3265995146906095,2.3265995146906095,2.364593874347111,2.4023404965729815,2.3329561992705816
665725,1.6982330334061007,1.6982330334061007,1.705109943708755,1.7130356139703042,1.700155426776423
669358,1.7369484409330942,1.7369484409330942,1.747340935229718,1.7566663942677652,1.7394503531304446
671351,3.3419018711068977,3.3419018711068977,3.406855094530059,3.465002568265969,3.3512620274723046
672562,2.076212454695989,2.076212454695989,2.1166283304708227,2.152952370819543,2.082483603486016
674691,2.3548083286186814,2.3548083286186814,2.404517552478109,2.4490330481362426,2.3620379730141043
676568,1.9761244301979206,1.9761244301979206,1.999594413262422,2.0210034118005575,1.9801860182028326
680466,2.213009693331501,2.213009693331501,2.2402800084742367,2.265789220160695,2.217837090139621
682371,2.492840115785014,2.492840115785014,2.5463982119306285,2.594455404410343,2.5006493474766365
684383,2.2354971228353446,2.2354971228353446,2.279564313187277,2.3190129807282895,2.2423698464810573
685481,2.02345091528695,2.02345091528695,2.033756386191284,2.0430057561372394,2.0260649787598117
687144,1.850407357360116,1.850407357360116,1.881424332311762,1.9092475165654326,1.8556092444614085
689100,1.7294746171568258,1.7294746171568258,1.7532156282222244,1.7744799067117443,1.7337156833944245
690727,1.742163860499354,1.742163860499354,1.7719844201839619,1.7986978498149897,1.7469068732472943
695073,1.5072250920208565,1.5072250920208565,1.5163011539856495,1.5418601681815611,1.5080313204680853
699273,3.2931160298325564,3.2931160298325564,3.3532063372520073,3.40695033402591,3.3017870428415668
701488,1.348048310886546,1.348048310886546,1.3734921878362627,1.3963490148878914,1.3521086126066262
702134,2.0130438516346607,2.0130438516346607,2.0459434546302266,2.075465141862594,2.0181987064667775
704519,1.6740260802520235,1.6740260802520235,1.6886630758067749,1.7017905723367626,1.6772064503098896
705397,1.8279390586847397,1.8279390586847397,1.8458997676281514,1.8619843759823171,1.8313209590396684
706198,2.2792160496536806,2.2792160496536806,2.3015511749620114,2.321567326149091,2.2832442786489366
707606,1.9133002905792706,1.9133002905792706,1.9304010638671327,1.9474475369006405,1.9166090690711721
708492,2.6289275367485687,2.6289275367485687,2.6774032907558603,2.720929777952729,2.6359151535688854
710379,3.2948181694156777,3.2948181694156777,3.363934951446291,3.4260195921978305,3.3047837224223
712340,2.670086238452387,2.670086238452387,2.731586693606803,2.786799727594236,2.678957765353757
715198,1.762929393727538,1.762929393727538,1.777563667048465,1.790688759735595,1.766020536612223
715599,1.619267933632291,1.619267933632291,1.6302603923159948,1.6571621392057057,1.6218735271369396
716043,1.794138761281938,1.794138761281938,1.8140258536343026,1.83228943683941,1.797459296689421
716458,2.4821758366505864,2.4821758366505864,2.5085323074996535,2.5321696615576164,2.4874131465030187
724189,1.475949690139043,1.475949690139043,1.4876730004605885,1.4981973318715414,1.4784737951400686
725704,2.6158679925052484,2.6158679925052484,2.6619432782724184,2.70322571391275,2.6230803081333063
729117,1.6651738873053257,1.6651738873053257,1.6840322126420946,1.700949815618908,1.6686379441534227
729658,1.8774424488504897,1.8774424488504897,1.8981875672694744,1.9264865457840434,1.881455917906551
730158,1.499932333019944,1.499932333019944,1.516537644028429,1.5314273391216593,1.5031816777286193
732783,1.5462992420001063,1.5462992420001063,1.5615078154348316,1.5751565510878407,1.54939784290883
742265,1.5257527261919237,1.5257527261919237,1.5458488977504423,1.5638486491880197,1.5292718205366989
745172,1.7230473531330535,1.7230473531330535,1.740492623956133,1.7668751085847658,1.7264217778593556
749442,2.8260698799084407,2.8260698799084407,2.876712239141078,2.9216742831344193,2.833405445306273
750028,1.937428839502949,1.937428839502949,1.9588800916480986,1.9781357170852776,1.9415287734946647
751655,2.5639332070771834,2.5639332070771834,2.6205784008997806,2.671471578413486,2.5721172528869185
751960,2.0045116248936328,2.0045116248936328,2.0303165556504146,2.053479108643045,2.0092227075807805
754719,1.9688662124750043,1.9688662124750043,2.0032257061430236,2.034023202705661,1.9742184206675024
755834,2.215078572849486,2.215078572849486,2.2370194694195673,2.256680326337025,2.219388448438423
761789,1.3502845069406924,1.3502845069406924,1.3627015988692228,1.3742850409393363,1.352799103488283
761862,1.8639912687235414,1.8639912687235414,1.8842905169933084,1.9024960555023849,1.867793823200557
763191,2.119257128112654,2.119257128112654,2.1701143483817527,2.215850550895063,2.126492660480544
767769,1.670929839070473,1.670929839070473,1.6846165620283278,1.6968696945290576,1.6736446310678863
770077,2.137206492252581,2.137206492252581,2.152688634128103,2.1794877082469895,2.1398977107335435
775025,2.1375780463564342,2.1375780463564342,2.171366913371229,2.2016553157057235,2.1433580742489236
778546,2.8902128883397475,2.8902128883397475,2.9641400996520777,3.030639691952623,2.9008771036005174
779469,2.7483060860790136,2.7483060860790136,2.805031184040263,2.8558246989770053,2.7565062172386976
779589,2.3108937534994185,2.3108937534994185,2.3607438614247256,2.405451121499973,2.318264638043314
779830,2.6400211175139505,2.6400211175139505,2.686463683561149,2.728005402041917,2.6471062488239356
779847,1.803295356897841,1.803295356897841,1.8231315307377698,1.8446513660256636,1.8069925354752985
780544,1.5435948391530099,1.5435948391530099,1.5642103713766629,1.5839389986182026,1.5471781233417417
781141,2.102223037247347,2.102223037247347,2.1302349786356256,2.1553075759926688,2.10704045208456
786817,1.3928088182025566,1.3928088182025566,1.4097692692438382,1.4279182476993753,1.39567649143497
787474,1.948507996531989,1.948507996531989,1.9685071146077593,1.9877987743219674,1.9524284318302862
787479,1.8934694141390827,1.8934694141390827,1.9121628416739929,1.931426634483239,1.8964943664771015
791240,2.213833589688787,2.213833589688787,2.2615521645952885,2.3043475822028756,2.2206633009268115
793001,2.034177597775366,2.034177597775366,2.0492119289205,2.062695653662448,2.0373531302339987
796810,2.0561408627886504,2.0561408627886504,2.0888961291190933,2.1198460966992845,2.0615329880060527
799916,2.02492171204298,2.02492171204298,2.0412485099580464,2.078036518027921,2.028192463695944
801817,1.8831908526494128,1.8831908526494128,1.9059832886537793,1.9264067921265555,1.8872586687311743
803496,1.948513747326332,1.948513747326332,1.9625221268837232,1.975536581688728,1.9517722456722124
812816,1.9779488188333076,1.9779488188333076,1.996561739009197,2.0234862359826433,1.9815540243751697
813191,1.7743661594202604,1.7743661594202604,1.8044652218169606,1.8312551843440086,1.7787209631529917
816647,1.9047331372673655,1.9047331372673655,1.924063601790366,1.9413533198305026,1.9081321742744672
818947,2.4231072475842623,2.4231072475842623,2.4779252486880265,2.527120713957012,2.431060514884802
819219,2.0332890484010564,2.0332890484010564,2.0793225185002266,2.1206679230555032,2.0398970726714043
820681,1.9876917216994283,1.9876917216994283,2.0233581234037854,2.0553452010956716,1.9931445675846289
821455,2.0442204356741405,2.0442204356741405,2.0621690228433325,2.0824862718894197,2.047538846388563
822244,2.402872042007773,2.402872042007773,2.444715265746824,2.4820826315800484,2.409290626189695
825529,2.3090696637871218,2.3090696637871218,2.3375450951303014,2.3630660131831136,2.314212793322898
829848,1.9386154733636458,1.9386154733636458,1.976926179170466,2.0124642294277097,1.9438333618102168
830525,1.571536985415812,1.571536985415812,1.5921261815196208,1.6105703075491948,1.5751539833130088
830724,2.378683343129839,2.378683343129839,2.420822646539278,2.4584540155939116,2.384729372370078
830906,1.7823044958335603,1.7823044958335603,1.807977160372216,1.8348774917324664,1.785583743656633
832560,2.0075865274933333,2.0075865274933333,2.02024314268134,2.0317860663544725,2.0101985778385307
833309,1.7725499402743834,1.7725499402743834,1.8029238306238458,1.830168326954723,1.7773271829516981
834265,1.7708682192444463,1.7708682192444463,1.7842430536002416,1.7962470018780345,1.773797879440349
834634,2.379488098390113,2.379488098390113,2.417766472685357,2.4516809459333975,2.3850204215856268
835624,2.7114957066428618,2.7114957066428618,2.7611375067157526,2.805931191620051,2.7194062555306546
836908,2.1146957270689564,2.1146957270689564,2.1384657261358884,2.162632545197357,2.119570111057272
841380,1.8206843334128837,1.8206843334128837,1.8499468554161576,1.8761492823715022,1.8253636272693199
846875,2.217904472196442,2.217904472196442,2.2513316070924843,2.281185844898207,2.2232006124488772
848091,2.229643335016687,2.229643335016687,2.2722099532444995,2.3103508875595464,2.235757276164418
851343,1.6094379234154075,1.6094379234154075,1.6220859184301815,1.6334246545337432,1.6121477299311742
854408,3.330078127586909,3.330078127586909,3.4015124722836743,3.465783972634372,3.340524104322689
856264,1.385895633206994,1.385895633206994,1.4116410638644727,1.434770594681649,1.3900574594917037
857075,2.3204047415258,2.3204047415258,2.361432460225655,2.3983012522463807,2.3270901250733353
858852,1.6032159694570907,1.6032159694570907,1.627366414330044,1.649053953336452,1.6071031020523676
860466,1.992291041870473,1.992291041870473,2.0265425802244286,2.057238146881283,1.997698945250029
860907,1.5934725633122424,1.5934725633122424,1.6224448769017992,1.648392926192481,1.5980993117567754
865307,2.0336637875462378,2.0336637875462378,2.076683186866037,2.1153187155292636,2.0398271194074487
865567,1.6278315168957478,1.6278315168957478,1.6499542680726325,1.670475459821949,1.6317223646057732
867116,2.0514589085132884,2.0514589085132884,2.0958109104381224,2.1355934009026756,2.057879833023705
870802,1.8099112207923242,1.8099112207923242,1.8294276121822035,1.8651522669680334,1.813766162224921
873821,1.993997299572232,1.993997299572232,2.0235155247159957,2.0513578980885203,1.9990469574822474
877558,1.5942160579607316,1.5942160579607316,1.6175290321296656,1.644623774980462,1.597600204290661
881241,2.120288110814667,2.120288110814667,2.152942697259028,2.1821193582070935,2.12539301812326
882045,3.229758617253589,3.229758617253589,3.2982021831093467,3.359734033632959,3.239678076962989
884433,1.58403909651398,1.58403909651398,1.6046115973020394,1.6295116816724078,1.5874155038489082
886960,2.277182272466711,2.277182272466711,2.313781241360252,2.3466059306289684,2.2833087832484424
888917,2.513611902456658,2.513611902456658,2.574033435507668,2.6282038296905443,2.5226980392971394
891806,2.0485530723914085,2.0485530723914085,2.0796029770720965,2.1096697826286244,2.0529413137789496
897842,2.76076509837883,2.76076509837883,2.8186217212144054,2.8704369324411347,2.769806863689337
901303,1.9752611725861204,1.9752611725861204,2.018512914450446,2.0573568793440957,1.9817297951205985
901370,1.793206253170567,1.793206253170567,1.830818056083033,1.8654780441419054,1.798930966827768
908023,3.087451818832075,3.087451818832075,3.156278401501761,3.218093197621072,3.097353890170019
908228,2.7846082149053384,2.7846082149053384,2.842256942644428,2.893978778286934,2.7937093857846262
911733,2.2179970294972833,2.2179970294972833,2.250147941992416,2.2788687740278846,2.22324880085528
911896,2.1622932021339905,2.1622932021339905,2.197719028169975,2.229459465813336,2.168275032336869
912387,1.7697247505747746,1.7697247505747746,1.7881480878112443,1.808438746711695,1.7730821967009418
913902,1.5896405971315697,1.5896405971315697,1.616591344466764,1.6407001650216673,1.593859706002189
913987,1.6413902344292384,1.6413902344292384,1.6606812052079116,1.6782346350661574,1.6448212681077405
915820,1.798692451284847,1.798692451284847,1.8146556969034964,1.8293429641611019,1.8017983731793048
918629,1.3911182051078506,1.3911182051078506,1.4096350656215895,1.4262199929492687,1.3944299313038715
920419,2.4091708550618796,2.4091708550618796,2.4498826777173424,2.4864392981838215,2.4154100693420086
921150,2.8075016409582867,2.8075016409582867,2.8768022137893987,2.9390544562415504,2.81754748374454
921414,2.051547739944841,2.051547739944841,2.0843744161681435,2.1137350201150658,2.056618081862405
922347,1.7339522939095742,1.7339522939095742,1.7522567206213473,1.772027138010166,1.7373842023303179
923031,1.8747735238253187,1.8747735238253187,1.9112806706630439,1.944055017175195,1.8807009930034448
925378,1.4573384014307584,1.4573384014307584,1.480112289750481,1.500864178333641,1.4610962715987894
925732,1.9453219887785014,1.9453219887785014,1.9845550588914052,2.019602127822029,1.9509420937447202
926084,2.3017506089884825,2.3017506089884825,2.33056060679752,2.3563658410908612,2.306840791927451
926133,2.9596579552799436,2.9596579552799436,3.0072996254906172,3.051515570528586,2.967423619455838
926545,1.7972407664431236,1.7972407664431236,1.8036768127303875,1.8094578619353316,1.7990850848522462
930465,1.6195822237964554,1.6195822237964554,1.645646232042598,1.668940410412757,1.6234379119686746
934207,1.5982795607246134,1.5982795607246134,1.6306243866593781,1.660096312029233,1.6025567455266432
935800,1.5561733337401789,1.5561733337401789,1.5776910136562605,1.5969087515057636,1.5597361474110136
940474,1.7003665575523637,1.7003665575523637,1.7249475063390114,1.7469897753858603,1.7046947453593755
941930,2.5839937203703296,2.5839937203703296,2.632550224520137,2.675968069712184,2.5910552613641142
943371,1.87031013688859,1.87031013688859,1.8889403060314254,1.905616579843996,1.8737753609474668
944418,1.4370713415385659,1.4370713415385659,1.4496521859410396,1.4626440433591543,1.4393529067464474
944765,2.0675797307055808,2.0675797307055808,2.092104267921504,2.115910842674762,2.072182857902745
950905,1.7905820236671235,1.7905820236671235,1.814118094953667,1.8351899175685895,1.7946561540692023
951456,2.241572770855537,2.241572770855537,2.287850805887815,2.3293813802030936,2.248402340516205
951519,1.6556389700054828,1.6556389700054828,1.6917002776839396,1.7240109794428895,1.66093089704704
952101,2.0396862954222703,2.0396862954222703,2.0657539425611686,2.0925844186725753,2.044297972615653
952111,3.4759125875656824,3.4759125875656824,3.5500428261410835,3.6169050094461515,3.4866970751467337
955183,1.6751205049263613,1.6751205049263613,1.7003348767315625,1.722874368348303,1.6791161861234793
956071,1.767697522723321,1.767697522723321,1.779704405802742,1.790484691363143,1.7704232881537179
956603,2.016559168198093,2.016559168198093,2.047774306087848,2.0755699383076736,2.0211795105531225
956910,1.6142446305507714,1.6142446305507714,1.6274256001435126,1.6415451352513457,1.6171693257786854
957169,1.767663268835445,1.767663268835445,1.7878631678590173,1.8059645131316726,1.7712829987488687
960576,1.7726319159042248,1.7726319159042248,1.801565234655255,1.8288313062625337,1.7772977528470888
962434,2.140876741238926,2.140876741238926,2.189888758402991,2.233925106381709,2.1480198614165764
966242,1.5990256720051532,1.5990256720051532,1.6097492764176564,1.6221652794460544,1.6013270091604634
967285,2.397142340392645,2.397142340392645,2.448472956155134,2.4944652337531346,2.404475806207144
967759,2.4306825602724755,2.4306825602724755,2.4745778867016592,2.5276210872930696,2.437530014035672
970231,2.0616809249104073,2.0616809249104073,2.103456578672831,2.140910759958712,2.068182321308134
972367,1.709497668881655,1.709497668881655,1.7404781597857226,1.7683806501494475,1.7144028949865713
973961,1.7988209358088247,1.7988209358088247,1.829199050157886,1.857905024177166,1.8038164398451977
975242,2.3993425421710866,2.3993425421710866,2.4579724311295816,2.510740847620579,2.4078024755824075
976460,1.9015234393724572,1.9015234393724572,1.9373502834911907,1.9693629134866175,1.9066889572896792
978348,2.042668774748086,2.042668774748086,2.075541093725444,2.1049266676846634,2.0479235407831924
980126,1.9225162166122434,1.9225162166122434,1.9346103125280179,1.9483375921068578,1.925501037968125
982030,1.7441774757351627,1.7441774757351627,1.7811221220889866,1.8142987857632764,1.7495247273858423
985013,2.450071380178783,2.450071380178783,2.4845184961240783,2.515420897171112,2.456233201827381
985641,2.5435022792013386,2.5435022792013386,2.5724098350115217,2.5984418738098545,2.548915664991833
987957,2.5985474764158427,2.5985474764158427,2.657555329986187,2.7106701857815088,2.6071159454812696
989358,3.5890284762738585,3.5890284762738585,3.671974987857583,3.7468372707647744,3.6009704413501535
989461,1.4210455595654314,1.4210455595654314,1.4404226689969841,1.4593171246537213,1.4243886985151575
993580,2.264598890671536,2.264598890671536,2.3091369855519805,2.3488990103095766,2.2710229400027013
994733,1.6761253651822363,1.6761253651822363,1.6953192566297708,1.7129510807012216,1.6797440676051578
996894,1.97717217024097,1.97717217024097,2.004848698732492,2.0299786846625474,1.9819480570860224
997323,1.885164591974647,1.885164591974647,1.9195187617696188,1.9502278852467902,1.890426404105646
997765,1.7788241499837303,1.7788241499837303,1.795846921852621,1.811114897478642,1.7822537007269277
1002462,2.229821744841741,2.229821744841741,2.2672049265123926,2.300586616054083,2.2353016400692813
1003551,1.6514361588397377,1.6514361588397377,1.672490887617428,1.6913837815123578,1.6552099428943465
1004044,2.0567545353489076,2.0567545353489076,2.0885254902255257,2.126308361966189,2.0622875606808515
1008349,1.905297268107123,1.905297268107123,1.9311132412597898,1.9626188203931811,1.9099822233976105
1008748,1.8228374982280868,1.8228374982280868,1.849436635374911,1.8732842266985883,1.8273952018659296
1011324,1.5717656666800397,1.5717656666800397,1.5994408052163187,1.6242151384193746,1.5763708370082365
1015956,2.608974100951764,2.608974100951764,2.6549083958516357,2.696104958732268,2.6163168593041437
1016056,1.9756850085927946,1.9756850085927946,1.997486477360234,2.0170063268602134,1.979538482125043
1018225,1.9550305527693281,1.9550305527693281,1.984639880807211,2.0112014214616365,1.9600276745582856
1019357,2.075666840276832,2.075666840276832,2.0956354404509923,2.1146517533556954,2.079601165055061
1021539,2.198615963519374,2.198615963519374,2.2336233690576703,2.271525852105001,2.2045105989348373
1021880,1.9957167280017452,1.9957167280017452,2.024624019644889,2.0543615384586085,2.000145608108716
1024979,2.231744938443927,2.231744938443927,2.2777991914882834,2.3190977672934903,2.23908010213844
1026140,2.0457528799621825,2.0457528799621825,2.056415453181272,2.078323678111927,2.048439867638792
1026496,1.8177510668806132,1.8177510668806132,1.8358818754812858,1.8564976177861339,1.8214428002848737
1027431,2.150552435835853,2.150552435835853,2.199581951424615,2.2436948776379753,2.157633073155012
1027836,2.2684022798393353,2.2684022798393353,2.290126237852224,2.3105841332757797,2.2728240409538247
1030782,1.5603373304091668,1.5603373304091668,1.5763833187003131,1.592968287800874,1.5632552291985997
1030815,3.102209964979175,3.102209964979175,3.1514812062285023,3.19517039128085,3.1091844207168267
1031518,2.2774774074321282,2.2774774074321282,2.3162169281882696,2.3509383559181276,2.284090819537412
1031657,1.9573953594977087,1.9573953594977087,1.9780127896931925,1.9972274184551855,1.9613764208752065
1033006,2.201188590135258,2.201188590135258,2.2431114218756867,2.29181371718738,2.2075983110414947
1036486,2.8920343046874395,2.8920343046874395,2.949761266988113,3.006315630712419,2.900418061550734
1042048,1.856738360289563,1.856738360289563,1.8886602339191887,1.9173092626452073,1.8620067930695148
1042900,2.446174237429691,2.446174237429691,2.4927417662590807,2.5344603051495485,2.453043410756492
1043577,1.8829245010928257,1.8829245010928257,1.9174382039544335,1.9483839825884448,1.888580827858594
1044100,1.981020101926447,1.981020101926447,1.996977067475662,2.011288537092389,1.9844735746683237
1044976,1.490745207711046,1.490745207711046,1.5154213277413593,1.5375229908641033,1.4947351978060508
1046349,1.4405662769254086,1.4405662769254086,1.470173304688904,1.4966736873694009,1.4448902486387936
1049243,1.8692158881502647,1.8692158881502647,1.9123780150744432,1.953273862431268,1.8753857988961729
1050160,2.1301161525808388,2.1301161525808388,2.149247263719788,2.168170819721254,2.1339977150112244
1054282,2.5783918683290317,2.5783918683290317,2.6250145585399407,2.6667386462194305,2.5858667654734204
1054391,1.6114123713035975,1.6114123713035975,1.6289693877777862,1.6447096445233098,1.6148383119622425
1055412,1.7139551837892055,1.7139551837892055,1.7366833877232783,1.7574964874934904,1.7175911757470472
1055529,3.048365783274166,3.048365783274166,3.1250623240447286,3.1943192193591843,3.059540065936362
1056076,2.211516760615404,2.211516760615404,2.238944764951643,2.263454843542806,2.2160529078348494
1056951,1.9747747443160042,1.9747747443160042,2.00056387405915,2.024861775119453,1.9795183820571787
1061212,1.5608281361435645,1.5608281361435645,1.5757509176860276,1.5891328324224936,1.5638248042128053
1061357,2.5023306108748384,2.5023306108748384,2.5478485955391235,2.5883893829554614,2.50916572650585
1066815,2.177579234815864,2.177579234815864,2.230277061554936,2.277646652483491,2.185202886927365
1067884,1.488214311881258,1.488214311881258,1.4975132227567427,1.518567259266984,1.4902284343713341
1073831,1.6902943827008872,1.6902943827008872,1.7228962964535153,1.7528081314624737,1.6945745556537963
1075303,2.3305804644980093,2.3305804644980093,2.374965014148615,2.4148249679067293,2.3372999458707575
1076057,1.7610967601162428,1.7610967601162428,1.7765979447587337,1.7904987935043362,1.7643900011686549
1079872,1.9184021111407317,1.9184021111407317,1.9465508514894274,1.9717777257411109,1.9233531405003328
1085687,2.38121456901629,2.38121456901629,2.420861964028845,2.4563701224100063,2.387847681081836
1086041,1.6220521227008518,1.6220521227008518,1.6466627424509737,1.668697458898343,1.6260851402468506
1087417,1.6214800759181314,1.6214800759181314,1.6478036595669112,1.6713890568760277,1.6256371139492145
1090075,2.170583059890787,2.170583059890787,2.1954384759251466,2.2176847605840946,2.1750232024070844
1094341,1.4434139666300239,1.4434139666300239,1.4559056427104584,1.467117361439779,1.4459108581009834
1094481,1.9081905254260496,1.9081905254260496,1.9292696096429909,1.9482701232519435,1.9118297252127994
1098210,2.9489203735996448,2.9489203735996448,3.0194272646019114,3.0827542923370737,2.9591415720623075
1103564,2.3195978317446517,2.3195978317446517,2.3673820291491148,2.4102194315883887,2.326603340747414
1103639,1.7924304312356028,1.7924304312356028,1.8059189317895028,1.8180191801766723,1.7953810845361857
1108584,1.6728115788889812,1.6728115788889812,1.6896683928157177,1.7048940746379635,1.675698916830499
1109466,1.653286082913935,1.653286082913935,1.6636857955123157,1.6735868878329632,1.6556941999603596
1109890,1.5181632065925157,1.5181632065925157,1.5495794944556631,1.577769888137332,1.5227533287096893
1109920,1.6810881006859921,1.6810881006859921,1.712517639634469,1.7404964886620993,1.6856172393718085
1111239,2.3478178868464075,2.3478178868464075,2.3824728640382684,2.4218653611211454,2.353830553357394
1111641,1.8335413720264149,1.8335413720264149,1.8581369092487987,1.885529663433929,1.8376680428963696
1112987,1.5396282093956266,1.5396282093956266,1.5647745104958373,1.5873112532210885,1.543805259844378
1113576,1.210688308198567,1.210688308198567,1.21791616026523,1.2244023817162197,1.2123371200269597
1113763,1.3786868371928411,1.3786868371928411,1.3915136038348355,1.403023295378593,1.381317887800449
1115715,2.600568256003796,2.600568256003796,2.644245250345447,2.6834214767670344,2.6077192222975176
1118995,1.7346606223735295,1.7346606223735295,1.74917327544194,1.7631419513653113,1.737744189342926
1119906,1.717629904184215,1.717629904184215,1.735998925176689,1.763338451243686,1.7203432848239344
1120556,2.494103057435525,2.494103057435525,2.5362002443295824,2.574596575735923,2.5007754769828923
1121753,1.6500772475071819,1.6500772475071819,1.6729797233861694,1.6946076728538642,1.6538269606183276
1122699,2.404098029219985,2.404098029219985,2.4326282749839976,2.4779263071919515,2.408434442858156
1124269,2.3991435012900912,2.3991435012900912,2.4275367487363892,2.455252724605986,2.4042664114638206
1125355,2.5802258167599508,2.5802258167599508,2.6439899959842044,2.701435963528904,2.58954112958564
1126349,2.2416727547303212,2.2416727547303212,2.275291622757732,2.305453099329664,2.2473039691439243
1128601,1.9279665120492513,1.9279665120492513,1.9459389929699589,1.967905017703411,1.931304880167514
1129809,1.6981722814076148,1.6981722814076148,1.7236685454085918,1.7473544903709965,1.7026933104652189
1131224,1.7895907440111605,1.7895907440111605,1.8245731626526076,1.8559913418112663,1.794599038472011
1135071,1.411569024774173,1.411569024774173,1.4184758969396392,1.4281070691542783,1.4131152715433044
1136249,2.0972013065161734,2.0972013065161734,2.1337515405584897,2.166415408787066,2.1026798850187047
1140300,2.0430829493416103,2.0430829493416103,2.085272408396249,2.1229572602591564,2.0490887736419845
1141314,1.8249953285023066,1.8249953285023066,1.8531057091466414,1.8887334773481248,1.8284335380267656
1143354,2.725999472843122,2.725999472843122,2.7756705947432496,2.820081354234129,2.7332165409609726
